"Title:","General Economic Conditions from the Gender Statistics Database"
"SubTitle:",""
"Time:","2000 - 2021"
"Unit of Measure:","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#"
"Citation:","World Bank (2022-09-07). Gender Statistics: General Economic Conditions | GINI index (World Bank estimate) | Inflation, consumer prices (annual %) | GDP (current US$) | GDP growth (annual %) | GDP per capita (constant 2010 US$) | GDP per capita (current US$) | GNI per capita, Atlas method (current US$) | GNI per capita, PPP (current international $) | GNI, Atlas method (current US$) | Poverty headcount ratio at national poverty lines (% of population), 2000 - 2021. Data Planet? Statistical Datasets: A SAGE Publishing Resource. (Dataset). Dataset-ID:  051-007-004 doi:https://doi.org/10.6068/DP184D30AADB950"
"ColumnCount:",215
"RowCount:",205

"Country (Code)","Country (Name)","GINI index (World Bank estimate), 2021","Inflation, consumer prices (annual %), 2021","GDP (current US$), 2020","GDP growth (annual %), 2020","GDP per capita (constant 2010 US$), 2020","GDP per capita (current US$), 2020","GINI index (World Bank estimate), 2020","GNI per capita, Atlas method (current US$), 2020","GNI per capita, PPP (current international $), 2020","GNI, Atlas method (current US$), 2020","Inflation, consumer prices (annual %), 2020","Poverty headcount ratio at national poverty lines (% of population), 2020","GDP (current US$), 2019","GDP growth (annual %), 2019","GDP per capita (constant 2010 US$), 2019","GDP per capita (current US$), 2019","GINI index (World Bank estimate), 2019","GNI per capita, Atlas method (current US$), 2019","GNI per capita, PPP (current international $), 2019","GNI, Atlas method (current US$), 2019","Inflation, consumer prices (annual %), 2019","Poverty headcount ratio at national poverty lines (% of population), 2019","GDP (current US$), 2018","GDP growth (annual %), 2018","GDP per capita (constant 2010 US$), 2018","GDP per capita (current US$), 2018","GINI index (World Bank estimate), 2018","GNI per capita, Atlas method (current US$), 2018","GNI per capita, PPP (current international $), 2018","GNI, Atlas method (current US$), 2018","Inflation, consumer prices (annual %), 2018","Poverty headcount ratio at national poverty lines (% of population), 2018","GDP (current US$), 2017","GDP growth (annual %), 2017","GDP per capita (constant 2010 US$), 2017","GDP per capita (current US$), 2017","GINI index (World Bank estimate), 2017","GNI per capita, Atlas method (current US$), 2017","GNI per capita, PPP (current international $), 2017","GNI, Atlas method (current US$), 2017","Inflation, consumer prices (annual %), 2017","Poverty headcount ratio at national poverty lines (% of population), 2017","GDP (current US$), 2016","GDP growth (annual %), 2016","GDP per capita (constant 2010 US$), 2016","GDP per capita (current US$), 2016","GINI index (World Bank estimate), 2016","GNI per capita, Atlas method (current US$), 2016","GNI per capita, PPP (current international $), 2016","GNI, Atlas method (current US$), 2016","Inflation, consumer prices (annual %), 2016","Poverty headcount ratio at national poverty lines (% of population), 2016","GDP (current US$), 2015","GDP growth (annual %), 2015","GDP per capita (constant 2010 US$), 2015","GDP per capita (current US$), 2015","GINI index (World Bank estimate), 2015","GNI per capita, Atlas method (current US$), 2015","GNI per capita, PPP (current international $), 2015","GNI, Atlas method (current US$), 2015","Inflation, consumer prices (annual %), 2015","Poverty headcount ratio at national poverty lines (% of population), 2015","GDP (current US$), 2014","GDP growth (annual %), 2014","GDP per capita (constant 2010 US$), 2014","GDP per capita (current US$), 2014","GINI index (World Bank estimate), 2014","GNI per capita, Atlas method (current US$), 2014","GNI per capita, PPP (current international $), 2014","GNI, Atlas method (current US$), 2014","Inflation, consumer prices (annual %), 2014","Poverty headcount ratio at national poverty lines (% of population), 2014","GDP (current US$), 2013","GDP growth (annual %), 2013","GDP per capita (constant 2010 US$), 2013","GDP per capita (current US$), 2013","GINI index (World Bank estimate), 2013","GNI per capita, Atlas method (current US$), 2013","GNI per capita, PPP (current international $), 2013","GNI, Atlas method (current US$), 2013","Inflation, consumer prices (annual %), 2013","Poverty headcount ratio at national poverty lines (% of population), 2013","GDP (current US$), 2012","GDP growth (annual %), 2012","GDP per capita (constant 2010 US$), 2012","GDP per capita (current US$), 2012","GINI index (World Bank estimate), 2012","GNI per capita, Atlas method (current US$), 2012","GNI per capita, PPP (current international $), 2012","GNI, Atlas method (current US$), 2012","Inflation, consumer prices (annual %), 2012","Poverty headcount ratio at national poverty lines (% of population), 2012","GDP (current US$), 2011","GDP growth (annual %), 2011","GDP per capita (constant 2010 US$), 2011","GDP per capita (current US$), 2011","GINI index (World Bank estimate), 2011","GNI per capita, Atlas method (current US$), 2011","GNI per capita, PPP (current international $), 2011","GNI, Atlas method (current US$), 2011","Inflation, consumer prices (annual %), 2011","Poverty headcount ratio at national poverty lines (% of population), 2011","GDP (current US$), 2010","GDP growth (annual %), 2010","GDP per capita (constant 2010 US$), 2010","GDP per capita (current US$), 2010","GINI index (World Bank estimate), 2010","GNI per capita, Atlas method (current US$), 2010","GNI per capita, PPP (current international $), 2010","GNI, Atlas method (current US$), 2010","Inflation, consumer prices (annual %), 2010","Poverty headcount ratio at national poverty lines (% of population), 2010","GDP (current US$), 2009","GDP growth (annual %), 2009","GDP per capita (constant 2010 US$), 2009","GDP per capita (current US$), 2009","GINI index (World Bank estimate), 2009","GNI per capita, Atlas method (current US$), 2009","GNI per capita, PPP (current international $), 2009","GNI, Atlas method (current US$), 2009","Inflation, consumer prices (annual %), 2009","Poverty headcount ratio at national poverty lines (% of population), 2009","GDP (current US$), 2008","GDP growth (annual %), 2008","GDP per capita (constant 2010 US$), 2008","GDP per capita (current US$), 2008","GINI index (World Bank estimate), 2008","GNI per capita, Atlas method (current US$), 2008","GNI per capita, PPP (current international $), 2008","GNI, Atlas method (current US$), 2008","Inflation, consumer prices (annual %), 2008","Poverty headcount ratio at national poverty lines (% of population), 2008","GDP (current US$), 2007","GDP growth (annual %), 2007","GDP per capita (constant 2010 US$), 2007","GDP per capita (current US$), 2007","GINI index (World Bank estimate), 2007","GNI per capita, Atlas method (current US$), 2007","GNI per capita, PPP (current international $), 2007","GNI, Atlas method (current US$), 2007","Inflation, consumer prices (annual %), 2007","Poverty headcount ratio at national poverty lines (% of population), 2007","GDP (current US$), 2006","GDP growth (annual %), 2006","GDP per capita (constant 2010 US$), 2006","GDP per capita (current US$), 2006","GINI index (World Bank estimate), 2006","GNI per capita, Atlas method (current US$), 2006","GNI per capita, PPP (current international $), 2006","GNI, Atlas method (current US$), 2006","Inflation, consumer prices (annual %), 2006","Poverty headcount ratio at national poverty lines (% of population), 2006","GDP (current US$), 2005","GDP growth (annual %), 2005","GDP per capita (constant 2010 US$), 2005","GDP per capita (current US$), 2005","GINI index (World Bank estimate), 2005","GNI per capita, Atlas method (current US$), 2005","GNI per capita, PPP (current international $), 2005","GNI, Atlas method (current US$), 2005","Inflation, consumer prices (annual %), 2005","Poverty headcount ratio at national poverty lines (% of population), 2005","GDP (current US$), 2004","GDP growth (annual %), 2004","GDP per capita (constant 2010 US$), 2004","GDP per capita (current US$), 2004","GINI index (World Bank estimate), 2004","GNI per capita, Atlas method (current US$), 2004","GNI per capita, PPP (current international $), 2004","GNI, Atlas method (current US$), 2004","Inflation, consumer prices (annual %), 2004","Poverty headcount ratio at national poverty lines (% of population), 2004","GDP (current US$), 2003","GDP growth (annual %), 2003","GDP per capita (constant 2010 US$), 2003","GDP per capita (current US$), 2003","GINI index (World Bank estimate), 2003","GNI per capita, Atlas method (current US$), 2003","GNI per capita, PPP (current international $), 2003","GNI, Atlas method (current US$), 2003","Inflation, consumer prices (annual %), 2003","Poverty headcount ratio at national poverty lines (% of population), 2003","GDP (current US$), 2002","GDP growth (annual %), 2002","GDP per capita (constant 2010 US$), 2002","GDP per capita (current US$), 2002","GINI index (World Bank estimate), 2002","GNI per capita, Atlas method (current US$), 2002","GNI per capita, PPP (current international $), 2002","GNI, Atlas method (current US$), 2002","Inflation, consumer prices (annual %), 2002","Poverty headcount ratio at national poverty lines (% of population), 2002","GDP (current US$), 2001","GDP growth (annual %), 2001","GDP per capita (constant 2010 US$), 2001","GDP per capita (current US$), 2001","GINI index (World Bank estimate), 2001","GNI per capita, Atlas method (current US$), 2001","GNI per capita, PPP (current international $), 2001","GNI, Atlas method (current US$), 2001","Inflation, consumer prices (annual %), 2001","Poverty headcount ratio at national poverty lines (% of population), 2001","GDP (current US$), 2000","GDP growth (annual %), 2000","GDP per capita (constant 2010 US$), 2000","GDP per capita (current US$), 2000","GINI index (World Bank estimate), 2000","GNI per capita, Atlas method (current US$), 2000","GNI per capita, PPP (current international $), 2000","GNI, Atlas method (current US$), 2000","Inflation, consumer prices (annual %), 2000","Poverty headcount ratio at national poverty lines (% of population), 2000"
"TH","Thailand",,1.2,501643653510,-6.1,6198.4,7186.9,35,7040,17710,491524875370,-0.8,6.8,544263840040,2.3,6617.5,7817,34.9,7260,18530,505161010260,0.7,6.2,506611070190,4.2,6489.3,7296.9,36.4,6610,17630,458590480490,1.1,9.9,456356961440,4.2,6248,6593.8,36.5,5970,16640,412965294980,0.7,7.9,413366150660,3.4,6018.2,5993.3,36.9,5700,15840,393271217720,0.2,8.6,401296437420,3.1,5840.1,5840.1,36,5710,15010,392055010600,-0.9,7.2,407339454060,1,5685.4,5951.9,37,5760,14680,394296250510,1.9,10.5,420333203150,2.7,5654.3,6168.3,37.8,5720,14420,389996590810,2.2,10.9,397558222960,7.2,5531.3,5860.6,39.3,5520,14190,374726575230,3,12.6,370819140950,0.8,5182,5492.1,37.5,4950,13190,334256150200,3.8,13.2,341104820160,7.5,5163.6,5076.3,39.4,4580,12640,308009797810,3.2,16.4,281710416560,-0.7,4826.3,4213,39.6,4140,11760,276652866240,-0.8,17.9,291382991180,1.7,4884.4,4379.7,40.3,3970,11800,263926147850,5.5,20.4,262942476720,5.4,4826.9,3973,39.8,3530,11470,233317327210,2.2,20,221758196500,5,4603.8,3369.5,41.8,3100,10610,204129057640,4.6,21.9,189318549680,4.2,4412.4,2894.1,,2790,9800,182747037150,4.5,,172895749630,6.3,4262.5,2660.1,42.5,2530,9190,164632725530,2.8,26.8,152280677650,7.2,4038,2359.1,,2180,8500,140770429220,1.8,,134300851260,6.1,3795.4,2096.2,41.9,1990,7890,127269565780,0.7,32.4,120296476180,3.4,3605.4,1893.3,,1960,7430,124785714920,1.6,,126392233710,4.5,3517.8,2007.7,42.8,1980,7160,124591447710,1.6,42.3
"TS","Tunisia",,5.7,41620349986,-9.2,3780.6,3521.6,,3300,10550,39052445721,5.6,,41804581484,1.4,4207,3574.7,,3580,11410,41859430189,6.7,,42570270107,2.5,4195.3,3680.9,,3730,11290,43162310694,7.3,,42163974956,2.2,4139.7,3687.8,,3750,10910,42870024582,5.3,,44360775649,1.1,4095.2,3924.4,,3980,10700,45037781674,3.6,,45780069047,1,4094.8,4094.8,32.8,4190,10510,46825503316,4.4,15.2,50271342086,2.7,4097.1,4544,,4380,10650,48403469885,4.6,,48683848564,2.1,4029.3,4444.8,,4360,10310,47733677741,5.3,,47311196335,3.9,3983.3,4361.7,,4320,10300,46805994235,4.6,,48122838145,-1.7,3870.8,4479.9,,4130,10100,44395439731,3.2,,46206331261,3.5,3975.7,4344.6,35.8,4210,10160,44766914505,3.3,20.5,43454935940,3,3880.8,4128.5,,4070,9790,42825204748,3.7,,44860969077,4.2,3806.5,4307.6,,3860,9460,40233470092,4.3,,38914078352,6.7,3690.6,3776.3,,3540,9030,36469501852,3,,34377310293,5.2,3493.6,3369.9,,3330,8380,34015365964,3.2,,32273007554,3.5,3350.6,3193.2,37.7,3160,7760,31951371151,2,23.1,31183059012,6.2,3265,3111.4,,2900,7410,29057370493,3.6,,27453007373,4.7,3097.1,2760.4,,2450,6860,24398832181,2.7,,23142153760,1.3,2980.2,2344.4,,2180,6460,21477893754,2.7,,22066031834,3.8,2964.5,2253,,2240,6320,21947478672,2,,21473261837,4.7,2881.3,2211.8,40.8,2270,6000,22079294979,3,25.4
"TU","Turkey",,19.6,719954821680,1.8,12038.6,8536.4,,9050,26900,763143088150,12.3,,761004425610,0.9,11955.4,9121.5,41.9,9690,26410,808443060970,15.2,15,778471901670,3,12006.8,9454.3,41.9,10510,27530,865753891240,16.3,14.4,858996263100,7.5,11835.3,10589.7,41.4,10970,27550,890156413270,11.1,13.9,869692960370,3.3,11187.1,10894.6,41.9,11260,26230,898815213710,7.8,13.5,864316670330,6.1,11006.3,11006.3,42.9,12030,25460,944503328300,7.7,14.3,938952628600,4.9,10549.7,12158,41.2,12630,23880,975161122110,8.9,14.7,957783020850,8.5,10225.7,12614.8,40.2,12600,22240,956925309850,7.5,15,880556375780,4.8,9586.8,11795.6,40.2,11960,20620,892786088240,8.9,15,838762755160,11.2,9299.1,11420.6,40,11310,19630,830733731550,6.5,16.3,776992599950,8.4,8491.6,10742.8,38.8,10490,17400,759062199390,8.6,16.1,649272568770,-4.8,7942,9103.5,39,9640,15410,687845731550,6.3,16.9,770462156200,0.8,8451.5,10941.2,39,9850,16020,693943101800,10.4,17.1,681337335020,5,8484,9791.9,38.4,8950,14850,622934466330,8.8,16.7,557057829050,6.9,8173.5,8101.9,39.6,7880,13600,541995688250,9.6,16.3,506308311480,9,7738.6,7456.3,42.6,6820,11880,463422570210,8.2,18.6,408876042650,9.8,7194.7,6101.6,41.3,5270,10830,353358122090,8.6,,314592428080,5.8,6644.1,4760.1,42.2,3950,9530,260872163850,21.6,,240253216300,6.4,6373.1,3688,41.4,3590,9220,233698138030,45,,201751148420,-5.8,6076,3142.9,,3580,9050,229515378000,54.4,25,274302959050,6.9,6543.7,4337.5,,4320,9490,272939854660,54.9,
"UK","United Kingdom",,2.5,2759804061800,-9.4,43020.2,41059.2,,39830,45870,2677080546000,1,,2878673912400,1.7,47750.9,43070.5,,43460,48760,2904902545900,1.7,,2900791442600,1.7,47231.3,43647,,42410,46910,2818874455100,2.3,,2699016715100,2.1,46746.6,40857.8,35.1,41880,45770,2766683576000,2.6,18.6,2722851958500,2.3,46081.7,41499.6,34.8,43460,43520,2851713273800,1,17,2956573778700,2.6,45404.6,45404.6,33.2,44730,41890,2912434356300,0.4,,3087165603000,3,44596.2,47787.2,34,44670,40720,2886100085600,1.5,,2803291406000,1.9,43621.1,43713.8,33.2,42920,39400,2752179499900,2.3,,2719158341000,1.5,43099.6,42686.8,32.3,41940,38120,2671456769700,2.6,,2674891473800,1.5,42771.6,42284.9,33.2,41300,37510,2612859320100,3.9,,2491110093500,2.1,42487.9,39688.6,34.4,41940,36590,2632246760900,2.5,,2425798411000,-4.2,41928.6,38952.2,34.3,44420,34940,2766021655500,2,,2938882352900,-0.2,44120.9,47549.3,34.1,48690,36510,3009241173600,3.5,,3106182473000,2.3,44576.4,50653.3,35.7,47650,35520,2922006303100,2.4,,2717059797600,2.6,43927.9,44654.1,34.6,45160,34870,2747844023900,2.5,,2544829090900,2.6,43137.3,42132.1,34.3,42810,33180,2585574528700,2.1,,2421814353700,2.4,42336.6,40371.7,36,37860,32390,2271388970900,1.4,,2057093877600,3,41598.2,34487.5,35.5,32270,30740,1924662904600,1.4,,1784076738600,2.1,40563.3,30049.9,35.7,29180,29440,1732704323200,1.5,,1643908161800,2.1,39888.5,27806.4,37.9,28940,28000,1710669594400,1.5,,1662127402000,3.7,39229.3,28223.1,39.6,29280,26570,1724593406800,1.2,
"US","United States",,4.7,20953030000000,-3.4,58203.4,63206.5,,64140,64210,21261523478000,1.2,,21433224697000,2.2,60836.8,65279.5,41.5,65970,66120,21659103484000,1.8,,20611860934000,3,59821.6,63064.4,41.4,63490,64090,20750874071000,2.4,,19542979183000,2.3,58387.8,60109.7,41.2,59240,61190,19261087204000,2.1,,18745075687000,1.7,57418.9,58021.4,41.1,57130,58870,18456202039000,1.3,,18238300569000,3.1,56863.4,56863.4,41.2,56640,58180,18165922746000,0.1,,17527163695000,2.5,55574.4,55050,41.5,55800,56670,17767234433000,1.6,,16784849196000,1.8,54604.1,53106.5,40.7,53980,54380,17061277886000,1.5,,16197007349000,2.2,53989.2,51602.9,40.9,52780,53130,16565408340000,2.1,,15542581104000,1.6,53190.2,49882.6,40.9,50630,50870,15774568375000,3.2,,14992052727000,2.6,52760,48466.7,40,49140,49050,15199618005000,1.6,,14448933025000,-2.5,51869.7,47100,40.6,47830,47030,14671726724000,-0.4,,14712844084000,-0.1,53688.4,48382.6,40.8,49090,48400,14928700782000,3.8,,14451858656000,1.9,54272.7,47976,40.8,48520,48300,14615235624000,2.9,,13814611414000,2.9,53782.3,46298.7,41.4,47850,47140,14278947452000,3.2,,13036640230000,3.5,52796.1,44114.7,41,46180,44550,13648057304000,3.4,,12213729147000,3.8,51476.5,41712.8,40.3,43520,42070,12744292955000,2.7,,11458243878000,2.9,50053.6,39496.5,40.8,39780,39760,11541027825000,2.3,,10936419054000,1.7,49081.4,38023.2,40.4,37310,38430,10730634596000,1.6,,10581821399000,1,48690.8,37133.2,40.6,36720,37710,10464500426000,2.8,,10252345464000,4.1,48689,36334.9,40.1,35960,36800,10147416167000,3.4,
"LI","Liberia",,,3201187800,-3,616,632.9,,570,1300,2893701059.9,,,3319596500,-2.5,650.4,672.3,,610,1370,3030841624.7,,,3422754800,1.2,683.3,710.3,,630,1380,3054740444,23.6,,3390703400,2.5,692.2,721.1,,640,1420,3021886622.1,12.4,,3398419600,-1.6,692.6,740.9,35.3,640,1310,2918535409.5,8.8,50.9,3227075700,-0,721.6,721.6,,650,1200,2896065016.6,7.7,,3225652000,0.7,740.4,739.9,33.2,650,1270,2840183931.9,9.9,54.1,3177198100,8.7,754.5,747.9,,650,1260,2746234087,7.6,,2791614000,8,713.1,675,,570,1090,2350143710.1,6.8,,2398000000,8.2,679.7,596.9,,520,1040,2100467508.3,8.5,,1998000000,6.1,648.6,513.4,,460,930,1780644684.8,7.3,,1768000000,5.3,633.6,470.9,,430,910,1611058996.5,7.4,,1726000000,7.1,626.1,478.4,,390,880,1400555767.2,17.5,,1373000000,9.5,609,396.6,36.5,330,820,1131589997.8,11.4,63.8,1119000000,8,578.1,336.1,,290,740,952601218.4,7.3,,949000000,5.3,553.6,294.9,,250,660,801286930.3,10.8,,897000000,2.6,539.6,286.1,,210,610,663196737.5,7.8,,748000000,-30.1,535.9,243.1,,180,580,552277354.9,10.3,,927000000,3.8,780.4,306.5,,250,850,759686163,14.2,,906000000,2.9,770.1,306.7,,,830,,,,874000000,,776,306.8,,,880,,,
"UY","Uruguay",,7.7,53628827440,-5.9,15044.6,15438.4,40.2,15790,21570,54838850481,9.8,11.6,61231149881,0.4,16036.3,17688,39.7,17760,22850,61497648545,7.9,,64515038268,0.5,16037.9,18703.9,39.7,17270,22250,59582046587,7.6,,64233966861,1.6,16020.4,18690.9,39.5,15920,21730,54706373688,6.2,,57236652490,1.7,15821.4,16715.6,39.7,15440,21410,52873164216,9.6,,53274304222,0.4,15613.7,15613.7,40.1,15620,19290,53308826213,8.7,,57236013086,3.2,15609,16831.9,40.1,15790,18780,53697737872,8.9,,57531233351,4.6,15168.4,16973.7,40.5,15330,18110,51949155400,8.6,,51264390116,3.5,14541,15171.6,39.9,13330,16830,45043829754,8.1,,47962439304,5.2,14086,14236.7,42.2,12060,17390,40636375993,8.1,,40284481652,7.8,13433.1,11992,44.5,10440,16190,35059817777,6.7,,31660911277,4.2,12496.4,9451.9,45.5,8810,14960,29494248573,7.1,,30366213119,7.2,12021.6,9091.1,45.1,7710,14320,25752230257,7.9,,23410572634,6.5,11245.2,7026.5,46.4,6390,13250,21283077869,8.1,,19579457966,4.1,10574.9,5887.8,45.9,5390,12130,17932700319,6.4,,17362857684,7.5,10169.6,5226.9,,4720,11250,15683840708,4.7,,13686329890,5,9464.5,4120.5,,4130,10000,13713753471,9.2,,12045631093,0.8,9007.5,3624.2,,4250,9290,14114174432,19.4,,13606494599,-7.7,8929.2,4090.9,,5140,9480,17093986746,14,,20898788417,-3.8,9679.1,6284.5,,6500,10030,21630717072,4.4,,22823255802,-1.9,10083.5,6875,,7060,10230,23424281252,4.8,
"AF","Afghanistan",,,20116137326,-2.4,529.7,516.7,,500,2100,19322260776,,,18799450743,3.9,555.1,494.2,,520,2190,19716993007,2.3,,18053228579,1.2,546.7,485.7,,510,2100,19036072150,0.6,,18753469630,2.6,553.4,516.7,,530,2090,19070824502,5,,18116562465,2.3,553,512,,550,2000,19393029362,4.4,54.5,19134211764,1.5,556,556,,590,2110,20174388339,-0.7,,20497126770,2.7,565.2,614.2,,630,2070,20969721074,4.7,,20146404996,5.6,569,624.3,,650,2020,21067819329,7.4,,19907317066,12.8,557.9,638.8,,630,1920,19553331947,6.4,,17805113119,0.4,512,591.2,,530,1700,16066487404,11.8,38.3,15856678596,14.4,526.1,543.3,,510,1710,14863060834,2.2,,12416161049,21.4,472.8,437.3,,450,1520,12644827243,-6.8,,10109305183,3.9,399,364.7,,,,,26.4,,9747879531.9,13.8,392.7,359.7,,,,,8.7,33.7,6971285594.7,5.4,353.7,263.7,,,,,6.8,,6209137624.8,11.2,345.9,242,,,,,12.7,,5226778808.9,1.4,322.7,211.4,,,,,,,4515558808.1,8.8,332.2,190.7,,,,,,,4055179566.3,,319.8,179.4,,,,,,,,,,,,,,,,,,,,,,,,,,
"AQ","American Samoa",,,709000000,3.9,11839,12844.9,,,,,,,648000000,-0.5,11368.6,11715.4,,,,,,,639000000,2.7,11393.6,11521.6,,,,,,,612000000,-7,11066.1,11003.8,,,,,,,671000000,-1.7,11871.4,12038.2,,,,,,,673000000,3.1,12059.6,12059.6,,,,,,,643000000,1.8,11694.5,11525.2,,,,,,,638000000,-2.5,11507.2,11450.7,,,,,,,640000000,-4.3,11812.5,11496.5,,,,,,,570000000,0,12328.7,10223.3,,,,,,,573000000,0.3,12256.3,10216.8,,,,,,,675000000,-4.2,12092.3,11910,,,,,,,560000000,-2.7,12439.1,9740.8,,,,,,,518000000,1.9,12586.7,8874.9,,,,,,,493000000,-4.1,12202.7,8340.5,,,,,,,500000000,-0.4,12628.5,8395.3,,,,,,,509000000,0.4,12653.3,8528.2,,,,,,,524000000,1,12641.7,8807.5,,,,,,,512000000,,12609.4,8666.7,,,,,,,,,,,,,,,,,,,,,,,,,,
"AO","Angola",,,58375976293,-5.4,3168.3,1776.2,,2140,5900,70371398331,,,89417190341,-0.6,3458.7,2809.6,,2970,6370,94529281169,17.1,,101353230780,-2,3595.1,3289.6,51.3,3210,6550,98895545962,19.6,32.3,122123822330,-0.1,3790.8,4095.8,,3450,6860,102809282440,29.8,,101123851090,-2.6,3924.6,3506.1,,3770,6730,108710652620,30.7,,116193649120,0.9,4167,4167,,4520,6960,125915232840,9.2,,145712200310,4.8,4272.5,5408.4,,5010,7680,134935090330,7.3,,136709862830,5,4221,5254.9,,4780,7130,124418717060,8.8,,128052853640,8.5,4167.1,5100.1,,4170,6810,104804657710,10.3,,111789686460,3.5,3979.8,4615.5,,3410,6130,82606027251,13.5,,83799496611,4.4,3988.6,3587.9,,3230,5950,75543980238,14.5,,70307163678,0.9,3963.2,3122.8,,3170,5840,71273450786,13.7,,88538611205,11.2,4077.8,4080.9,42.7,3030,5580,65659539401,12.5,,65266452081,14,3806.8,3122,,2460,5350,51492997442,12.3,,52381006892,11.5,3464.2,2599.6,,1810,4730,36533201174,13.3,,36970918699,15,3220.1,1902.4,,1370,4310,26682963583,23,,23552052408,11,2900.2,1255.6,,1010,3780,19001401454,43.5,,17812705294,3,2705.7,983,,710,3470,12827032872,98.2,,15285594828,13.7,2717.4,872.5,,590,3380,10317800628,108.9,,8936063723.2,4.2,2471.7,527.3,,390,2910,6690083579.9,152.6,,9129634978.3,3.1,2451.5,556.8,52,360,2790,5902888654.9,325,
"AR","Argentina",,,389288056270,-9.9,11344.4,8579,42.3,9070,20230,411594713700,,42,451932356090,-2,12713,10056.6,42.9,11250,22090,505637132890,,35.5,524819742920,-2.6,13105.4,11795.2,41.3,12430,22460,553257227150,,32,643628665300,2.8,13595,14613,41.1,13140,23000,578844320450,,25.7,557531376220,-2.1,13360.2,12790.2,42,12220,19860,532580733310,,30.3,594749285410,2.7,13789.1,13789.1,,12590,19730,543177384730,,,526319673730,-2.5,13567.9,12334.8,41.6,12330,19250,525940080580,,,552025140250,2.4,14071.5,13080.3,40.9,12840,19650,541952763580,,,545982375700,-1,13895.6,13082.7,41.3,11870,19150,495259909350,,,530163281570,6,14200.3,12848.9,42.6,10710,18770,442106779400,,,423627422090,10.1,13551.3,10386,43.6,9270,17440,378137209480,,,332976484580,-5.9,12398.3,8225.1,43.7,7790,15830,315501635050,,,361558037110,4.1,13310.6,9020.9,44.9,7670,16970,307283970850,,,287530508430,9,12919.2,7245.4,46.2,6510,16130,258375452840,,,232557260820,8,11970.7,5919,46.3,5480,14460,215384912410,,,198737095010,8.9,11192.2,5109.9,47.7,4260,12030,165719405450,,,164657930450,9,10389.2,4277.7,48.4,3370,10860,129809211590,,,127586973490,8.8,9629.8,3349.8,50.9,3650,10580,139193101200,,,97724004252,-10.9,8943.3,2593.4,53.8,4040,9540,152402040120,,,268696750000,-4.4,10146.1,7208.4,53.3,7000,10900,260811643580,,,284203750000,-0.8,10730.6,7708.1,51.1,7470,11310,275544288840,,
"BF","Bahamas",,,9907500000,-14.5,27209.5,25194,,26070,30790,10252351172,0,,13164400000,0.7,32136.8,33799.4,,32260,36180,12564419861,2.5,,12837800000,2.8,32231.3,33290,,31150,34980,12013453661,2.3,,12359700000,1.6,31682.7,32376.5,,30090,34330,11485560964,1.5,,11992600000,0.1,31491.7,31732.9,,29020,32750,10966035785,-0.3,,11890600000,1.6,31776.1,31776.1,,28670,32530,10727123110,1.9,,11142900000,2.3,31580.5,30065.2,,28110,31950,10416754746,1.5,,10494600000,-3.6,31165.3,28583,,27490,30750,10091680025,0.7,,10720500000,3.1,32642.1,29485.9,,28550,31380,10381999071,2,,10070450000,0.6,32016.7,28005.9,,28030,30940,10080299476,3.2,,10095760000,1.5,32238.1,28443.9,,28370,30460,10067914082,1.3,,9981960000,-4.2,32234.3,28552.5,,29010,30300,10143357542,2.1,,10526000000,-2.3,34218.4,30627.3,,30960,32190,10639068961,4.5,,10618340000,1.4,35685.8,31472.3,,31090,32400,10489890866,2.5,,10167250000,2.5,35852.2,30713.8,,30760,31710,10182278481,2.4,,9836200000,3.4,35637.8,30279.4,,30570,30690,9932036863.3,1.6,,9055290000,0.9,35111.2,28396,,29270,29410,9332502852.5,1,,8870090000,-1.3,35445.3,28327.8,,27770,28860,8693932489.7,3,,8881160000,2.7,36537,28867.1,,27190,29110,8364123666.1,2.2,,8317830000,2.6,36167.2,27486.2,,26560,28270,8038548294.4,2,,8076470000,4.1,35782.8,27098.2,,26360,27550,7855582976.1,1.6,
